Concurso;Data Sorteio;1ª Dezena;2ª Dezena;3ª Dezena;4ª Dezena;5ª Dezena;6ª Dezena;Ganhadores_Sena;Rateio_Sena;Ganhadores_Quina;Rateio_Quina;Ganhadores_Quadra;Rateio_Quadra;Valor_Acumulado;Estimativa_Prêmio;Acumulado_Mega_da_Virada
845;28/02/2007;14;19;20;40;48;52;0;0,00;67;26277,83;5308;330,43;32541798,04;0,00;0,00
846;03/03/2007;2;3;44;47;50;54;0;0,00;82;24621,43;6231;322,79;36074973,92;0,00;0,00
847;07/03/2007;14;15;27;42;44;48;1;40484388,84;242;10411,84;14062;178,50;0,00;0,00;0,00
848;10/03/2007;17;27;32;34;47;56;1;1351049,04;90;8578,09;4602;167,13;0,00;0,00;0,00
849;14/03/2007;8;9;39;44;49;58;0;0,00;33;20408,37;2208;303,87;10859511,56;0,00;0,00
850;17/03/2007;7;22;25;44;59;60;0;0,00;117;9690,08;6520;173,22;12843555,94;0,00;0,00
851;21/03/2007;3;16;19;32;35;58;3;4966312,44;177;6635,61;7593;154,10;0,00;0,00;0,00
852;24/03/2007;6;14;23;34;38;44;0;0,00;42;16051,24;3489;192,50;1179766,12;0,00;0,00
853;28/03/2007;30;38;46;51;56;59;0;0,00;17;43287,28;1465;500,41;2467562,79;0,00;0,00
854;31/03/2007;3;17;24;25;27;44;0;0,00;88;10150,39;7056;126,11;9795115,03;0,00;0,00
855;04/04/2007;3;24;31;42;43;53;0;0,00;59;16966,53;3478;286,73;11546909,14;0,00;0,00
856;07/04/2007;11;15;40;41;42;47;0;0,00;37;25678,52;2924;323,71;13209593,04;0,00;0,00
857;11/04/2007;2;3;17;49;50;59;0;0,00;71;17126,48;4732;256,00;15337557,86;0,00;0,00
858;14/04/2007;4;18;23;31;37;54;2;8889537,74;185;7541,37;8821;157,56;0,00;0,00;0,00
859;18/04/2007;9;12;34;46;47;57;0;0,00;35;18296,99;3275;194,80;7624012,41;0,00;0,00
860;23/04/2007;2;8;17;22;42;44;0;0,00;111;8602,66;6853;138,82;9295079,41;0,00;0,00
861;25/04/2007;39;40;42;47;59;60;1;10840760,96;34;25977,84;2296;383,23;0,00;0,00;0,00
862;28/04/2007;2;8;11;12;19;35;1;1152211,30;99;6650,57;5632;116,46;0,00;0,00;0,00
863;02/05/2007;15;24;32;50;53;57;0;0,00;25;18975,51;1454;325,04;830178,33;0,00;0,00
864;05/05/2007;8;11;31;33;42;57;0;0,00;47;16053,56;2926;256,90;6807400,00;0,00;0,00
865;09/05/2007;23;26;27;41;51;53;0;0,00;28;31424,15;2694;325,36;8347183,58;0,00;0,00
866;12/05/2007;5;27;36;40;46;48;0;0,00;46;23174,32;3704;286,71;10212715,83;0,00;0,00
867;16/05/2007;10;19;26;28;44;54;0;0,00;51;20699,48;4381;240,06;12060144,51;0,00;0,00
868;19/05/2007;21;22;25;40;51;57;0;0,00;37;32369,99;3453;345,54;14156101,29;16000000,00;0,00
869;23/05/2007;27;29;42;49;50;51;1;16192436,64;57;20414,39;3912;296,32;0,00;9000000,00;0,00
870;26/05/2007;8;21;34;40;43;52;0;0,00;26;34488,20;2923;305,61;8272810,82;10000000,00;0,00
871;30/05/2007;1;5;10;17;47;58;0;0,00;80;12453,39;6225;159,45;10016284,93;12000000,00;0,00
872;02/06/2007;5;18;31;43;55;58;0;0,00;81;14747,74;4636;256,70;12106777,43;14000000,00;0,00
873;06/06/2007;4;19;30;34;57;59;0;0,00;70;17932,61;5051;247,59;14303522,62;17000000,00;0,00
874;09/06/2007;10;20;42;44;52;59;0;0,00;32;39615,01;3024;417,62;23535080,88;26000000,00;0,00
875;13/06/2007;18;20;24;36;53;58;1;26631943,24;153;11566,24;8240;213,95;0,00;1500000,00;0,00
876;16/06/2007;4;8;12;41;45;60;0;0,00;30;29219,33;3847;227,00;1534014,85;3000000,00;0,00
877;20/06/2007;13;15;20;28;31;36;0;0,00;69;14440,64;4817;206,07;3277722,23;5000000,00;0,00
878;23/06/2007;11;12;37;38;43;54;0;0,00;33;29970,93;3702;266,16;5008543,30;7000000,00;0,00
879;27/06/2007;10;28;29;35;42;46;0;0,00;45;21995,08;3852;255,98;13767454,24;16000000,00;0,00
880;30/06/2007;25;30;37;46;49;51;0;0,00;46;28154,03;4314;299,07;16033853,70;18000000,00;0,00
881;04/07/2007;4;18;24;43;51;56;0;0,00;99;14336,70;6959;203,19;18517686,08;22000000,00;0,00
882;07/07/2007;17;41;42;44;45;60;1;21492982,24;81;20989,74;6642;255,00;0,00;1300000,00;0,00
883;11/07/2007;21;32;37;52;53;60;0;0,00;13;51899,42;1494;449,89;1180711,67;2500000,00;0,00
884;14/07/2007;2;11;12;14;22;39;0;0,00;56;15846,82;4752;186,05;10204577,30;12000000,00;0,00
885;18/07/2007;4;13;31;33;47;51;0;0,00;114;9254,88;6503;161,63;12050926,17;14000000,00;0,00
886;21/07/2007;17;33;37;50;55;59;0;0,00;100;12422,33;5764;214,70;14224834,41;17000000,00;0,00
887;25/07/2007;1;12;21;32;34;44;0;0,00;79;15886,22;4885;255,94;16421104,66;20000000,00;0,00
888;28/07/2007;24;40;50;52;54;60;1;18947548,96;50;28873,65;3672;391,67;0,00;1000000,00;0,00
889;01/08/2007;20;24;34;39;54;60;0;0,00;21;30883,09;1733;372,81;8190614,89;10000000,00;0,00
890;04/08/2007;7;9;17;21;22;54;0;0,00;105;10715,07;6983;160,51;10159508,19;12000000,00;0,00
891;08/08/2007;15;16;19;22;34;35;0;0,00;92;13781,11;6400;197,35;12378266,60;15000000,00;0,00
892;11/08/2007;1;19;42;44;49;52;0;0,00;54;28078,08;4782;315,87;15031644,65;18000000,00;0,00
893;15/08/2007;3;18;26;51;53;56;0;0,00;105;14747,51;6595;233,91;17741499,79;21000000,00;0,00
894;18/08/2007;20;24;28;37;41;44;0;0,00;59;31502,25;6653;278,31;30139459,45;33000000,00;0,00
895;22/08/2007;2;41;43;55;57;58;0;0,00;82;29366,19;6473;370,60;34353506,77;40000000,00;0,00
896;25/08/2007;5;11;22;31;35;41;0;0,00;98;31002,68;10769;281,06;39670465,09;45000000,00;0,00
897;29/08/2007;7;21;22;43;46;57;0;0,00;212;18019,32;16644;228,65;46355633,71;54000000,00;0,00
898;01/09/2007;3;4;8;30;45;54;2;27782053,83;596;8828,84;27120;193,29;0,00;1500000,00;0,00
899;05/09/2007;18;20;36;53;54;58;0;0,00;948;951,79;3559;252,57;20867361,42;24000000,00;0,00
900;08/09/2007;4;18;21;34;38;59;1;23334752,92;89;15842,00;6184;227,14;0,00;1500000,00;0,00
901;12/09/2007;13;16;32;33;34;56;0;0,00;100;9381,13;5617;166,39;1641698,41;3500000,00;0,00
902;15/09/2007;18;23;50;52;55;58;0;0,00;68;17237,57;3490;334,59;3692969,85;6000000,00;0,00
903;19/09/2007;5;17;20;32;41;55;0;0,00;62;19346,40;4688;254,89;5792054,30;8000000,00;0,00
904;22/09/2007;32;44;48;51;53;59;0;0,00;72;18874,08;4007;337,86;15768458,93;18000000,00;0,00
905;26/09/2007;2;4;15;16;55;57;1;18405503,18;89;16931,26;6223;241,23;0,00;1500000,00;0,00
906;29/09/2007;7;14;24;29;35;39;1;1583115,71;49;18461,99;4239;212,60;0,00;1500000,00;0,00
907;03/10/2007;9;36;37;41;51;53;0;0,00;25;32080,72;2244;356,05;1403531,54;3000000,00;0,00
908;06/10/2007;1;9;19;25;50;52;0;0,00;120;8660,71;6205;166,86;3222281,26;5000000,00;0,00
909;10/10/2007;17;22;26;28;38;42;0;0,00;48;21301,42;4586;222,11;11605715,34;14000000,00;0,00
910;13/10/2007;3;15;27;29;36;53;0;0,00;107;10618,33;6512;173,81;13593997,94;16000000,00;0,00
911;17/10/2007;1;6;28;29;46;49;1;15981772,55;63;21657,82;5376;252,84;0,00;1500000,00;0,00
912;20/10/2007;4;19;21;26;29;54;0;0,00;62;13412,10;4474;185,16;1455212,96;3000000,00;0,00
913;24/10/2007;14;30;36;38;46;59;1;2915782,13;27;30911,51;2683;309,90;0,00;1200000,00;0,00
914;27/10/2007;9;12;23;33;45;51;0;0,00;64;12406,06;4731;167,20;7590419,67;10000000,00;0,00
915;31/10/2007;17;20;26;28;48;49;1;9448268,16;44;24127,91;3580;295,43;0,00;1500000,00;0,00
916;03/11/2007;5;28;33;36;37;38;0;0,00;144;4648,18;3220;207,09;1171341,29;2500000,00;0,00
917;07/11/2007;23;25;30;46;47;59;0;0,00;61;14133,49;3491;246,03;2680091,97;4000000,00;0,00
918;10/11/2007;4;8;12;38;44;52;0;0,00;135;7591,36;6883;148,33;4473550,36;6000000,00;0,00
919;14/11/2007;3;25;31;41;43;60;0;0,00;37;28441,93;3505;299,10;12153032,42;14000000,00;0,00
920;17/11/2007;5;17;24;52;55;57;0;0,00;94;12657,72;6584;180,04;14235226,59;16000000,00;0,00
921;21/11/2007;1;9;35;41;48;57;0;0,00;62;21395,20;4365;302,75;16556605,48;20000000,00;0,00
922;24/11/2007;12;13;19;41;45;49;0;0,00;136;11821,04;8735;183,36;19370014,34;22000000,00;0,00
923;28/11/2007;2;15;39;50;53;57;0;0,00;90;19370,44;6122;283,68;22420857,89;26000000,00;0,00
924;01/12/2007;2;20;21;27;51;60;0;0,00;90;22081,88;7236;273,61;35717127,33;40000000,00;0,00
925;05/12/2007;8;22;36;37;46;52;1;40628613,64;132;21261,85;10214;273,74;0,00;1200000,00;0,00
926;08/12/2007;21;33;34;40;41;59;0;0,00;24;35599,69;2019;421,58;1495186,73;3000000,00;0,00
927;12/12/2007;19;23;26;31;33;36;0;0,00;45;20517,91;3499;262,88;3110971,95;5000000,00;0,00
928;15/12/2007;4;10;32;33;49;60;1;5077029,42;43;26127,01;4246;263,59;0,00;1000000,00;0,00
929;19/12/2007;16;27;35;39;49;57;0;0,00;42;18094,16;3095;244,61;9414519,05;11000000,00;0,00
930;22/12/2007;20;28;37;46;49;55;0;0,00;73;18344,90;5481;243,81;11758079,40;16000000,00;0,00
931;31/12/2007;7;17;19;34;36;39;0;0,00;245;9393,97;14573;157,93;15785742,06;20000000,00;0,00
932;05/01/2008;2;17;21;36;42;53;1;19685655,01;196;11370,01;10515;211,94;0,00;1300000,00;0,00
933;09/01/2008;8;14;25;39;45;51;0;0,00;66;11712,22;3308;233,68;1352761,06;3000000,00;0,00
934;12/01/2008;1;3;21;25;44;48;0;0,00;55;17289,83;5101;186,42;12508366,08;15000000,00;0,00
935;16/01/2008;7;13;18;29;31;45;0;0,00;243;5396,61;10898;120,33;14803274,65;17000000,00;0,00
936;19/01/2008;5;14;22;29;33;44;2;8699137,89;144;10297,63;9280;159,79;0,00;1200000,00;0,00
937;23/01/2008;2;21;22;30;41;52;0;0,00;20;36413,65;1763;413,09;1274477,80;3000000,00;0,00
938;26/01/2008;15;27;35;50;57;59;0;0,00;39;23406,66;3235;282,18;2871982,33;5000000,00;0,00
939;30/01/2008;6;19;23;37;49;50;0;0,00;103;9216,78;5670;167,43;11264174,77;13500000,00;0,00
940;02/02/2008;5;25;31;33;37;51;0;0,00;109;11635,12;6936;182,85;13483573,63;15000000,00;0,00
941;06/02/2008;10;11;15;27;53;60;0;0,00;37;20206,51;3406;219,51;14791945,07;16000000,00;0,00
942;09/02/2008;5;8;18;42;52;59;0;0,00;73;20890,58;5310;287,20;17460716,85;20000000,00;0,00
943;13/02/2008;3;12;23;41;47;58;1;20498366,41;116;14963,79;7783;223,02;0,00;1100000,00;0,00
944;16/02/2008;16;37;43;52;58;59;0;0,00;21;38432,28;2669;302,39;9017085,00;11000000,00;0,00
945;20/02/2008;4;8;27;44;54;59;0;0,00;118;9974,16;6615;177,92;11076748,93;13000000,00;0,00
946;23/02/2008;1;5;12;47;52;59;0;0,00;92;15029,80;6373;216,97;13496546,46;16000000,00;0,00
947;27/02/2008;3;5;11;14;33;58;1;16035424,27;95;15271,45;8955;162,01;0,00;1500000,00;0,00
948;01/03/2008;22;41;44;46;52;54;0;0,00;30;27177,27;2141;380,81;1426806,41;3000000,00;0,00
949;05/03/2008;1;23;41;44;51;52;0;0,00;28;31580,90;2679;330,08;10111849,01;12000000,00;0,00
950;08/03/2008;23;41;42;48;49;59;0;0,00;43;30111,09;3953;327,54;12377708,64;15000000,00;0,00
951;12/03/2008;14;24;34;39;49;55;0;0,00;41;33969,92;3894;357,67;14815050,33;17000000,00;0,00
952;15/03/2008;2;11;18;27;30;54;0;0,00;132;11947,28;7126;221,31;17574870,51;20000000,00;0,00
953;19/03/2008;1;16;39;42;48;55;1;20509951,37;71;23622,38;5055;331,79;0,00;1200000,00;0,00
954;22/03/2008;5;8;18;24;33;57;0;0,00;81;7848,36;5213;121,95;9334367,34;11000000,00;0,00
955;26/03/2008;5;12;21;32;33;35;2;5678963,92;90;12848,01;6180;187,11;0,00;1200000,00;0,00
956;29/03/2008;46;47;51;54;57;59;1;1385109,95;38;20828,72;2468;320,70;0,00;1300000,00;0,00
957;02/04/2008;24;25;32;34;50;57;0;0,00;24;30247,28;2210;328,48;1270385,50;2500000,00;0,00
958;05/04/2008;7;13;22;33;48;51;3;978205,14;269;3535,28;8718;109,09;0,00;1300000,00;0,00
959;09/04/2008;3;5;11;33;39;57;0;0,00;138;5376,40;7139;103,93;6756745,86;8500000,00;0,00
960;12/04/2008;6;18;19;33;34;53;0;0,00;73;15299,06;4852;230,18;8711201,48;11000000,00;0,00
961;16/04/2008;2;4;16;21;36;53;0;0,00;81;15330,15;7193;172,63;10884250,08;13000000,00;0,00
962;19/04/2008;2;11;40;48;49;55;1;13272508,39;41;33285,83;3554;384,00;0,00;1200000,00;0,00
963;23/04/2008;15;17;37;48;50;59;0;0,00;30;20269,81;2644;229,99;1064165,04;2300000,00;0,00
964;26/04/2008;8;13;20;26;33;42;0;0,00;125;7097,23;6128;144,77;9139860,10;11000000,00;0,00
965;30/04/2008;5;30;36;39;57;58;0;0,00;61;18625,79;3934;288,81;11128162,61;13000000,00;0,00
966;03/05/2008;1;4;26;28;41;58;0;0,00;55;21206,52;4397;265,26;13169290,24;15000000,00;0,00
967;07/05/2008;5;13;14;18;30;57;0;0,00;91;15768,06;7445;192,74;15680353,75;18000000,00;0,00
968;10/05/2008;1;4;13;30;51;60;0;0,00;124;13308,65;9572;172,41;18568330,65;22000000,00;0,00
969;14/05/2008;13;25;35;41;50;56;1;21823614,22;82;22684,90;6898;269,67;0,00;11000000,00;0,00
970;17/05/2008;5;21;28;34;54;57;3;3712467,76;108;10992,48;6144;193,23;0,00;1300000,00;0,00
971;21/05/2008;4;11;14;33;44;45;0;0,00;66;11508,75;4390;173,02;1329260,36;2700000,00;0,00
972;24/05/2008;15;18;31;33;34;56;3;912435,75;723;1112,86;4082;197,11;0,00;1200000,00;0,00
973;28/05/2008;1;8;30;36;47;53;0;0,00;36;19679,25;2274;311,55;1239792,94;2500000,00;0,00
974;31/05/2008;12;16;20;31;38;45;0;0,00;93;10307,56;4213;227,53;8440373,33;11000000,00;0,00
975;04/06/2008;9;30;33;37;40;41;0;0,00;55;25191,37;4524;306,26;10865043,23;13500000,00;0,00
976;07/06/2008;14;23;25;28;38;53;0;0,00;74;21152,88;6395;244,77;13604340,57;16000000,00;0,00
977;11/06/2008;3;5;7;9;17;32;1;16584111,63;452;3767,10;24482;69,55;0,00;1300000,00;0,00
978;14/06/2008;12;16;18;27;42;58;0;0,00;69;13220,26;4616;197,61;1596346,74;3500000,00;0,00
979;18/06/2008;3;15;28;31;39;51;0;0,00;42;23261,38;3714;263,05;11484484,11;13000000,00;0,00
980;21/06/2008;15;17;29;35;36;59;0;0,00;88;16054,57;6837;206,64;13956888,71;16000000,00;0,00
981;25/06/2008;1;8;34;41;53;58;0;0,00;74;20200,29;4974;300,53;16572825,97;19000000,00;0,00
982;28/06/2008;8;12;24;40;43;49;0;0,00;125;14102,62;8510;207,15;19657775,24;23000000,00;0,00
983;02/07/2008;16;22;32;38;40;45;1;24038180,79;244;10258,56;9930;252,07;0,00;1500000,00;0,00
984;05/07/2008;4;10;20;43;46;47;0;0,00;38;26313,69;2643;378,33;11966686,94;15000000,00;0,00
985;09/07/2008;4;16;18;46;56;59;0;0,00;55;26215,60;4846;297,54;14489938,27;17000000,00;0,00
986;12/07/2008;6;15;19;24;31;32;0;0,00;120;15043,78;7953;226,99;17649132,28;21000000,00;0,00
987;16/07/2008;13;27;31;34;47;58;0;0,00;193;10707,60;10923;189,19;21265623,87;25000000,00;0,00
988;19/07/2008;8;17;46;48;56;60;0;0,00;73;31767,36;6874;337,36;25323903,99;30000000,00;0,00
989;23/07/2008;2;21;27;29;32;38;0;0,00;130;23437,38;10296;295,93;44005353,43;52000000,00;0,00
990;26/07/2008;2;10;15;18;29;39;2;26586140,51;290;18062,91;20863;251,08;0,00;2000000,00;0,00
991;30/07/2008;8;9;15;38;41;60;0;0,00;36;26823,95;3028;318,91;1689908,71;4000000,00;0,00
992;02/08/2008;1;4;6;8;25;28;0;0,00;330;3731,21;13216;93,17;3844685,43;6000000,00;0,00
993;06/08/2008;5;24;25;26;42;60;0;0,00;68;18539,43;5121;246,18;6166992,80;8500000,00;331758,21
994;09/08/2008;3;20;29;40;44;58;0;0,00;47;31786,28;3838;389,25;21402602,80;25000000,00;724904,25
995;13/08/2008;4;16;31;36;54;55;0;0,00;76;24991,48;6790;279,73;24901410,33;30000000,00;1224733,92
996;16/08/2008;7;15;20;21;23;29;2;14458257,67;165;13209,87;11901;183,15;0,00;1500000,00;1798320,37
997;20/08/2008;9;17;18;32;53;55;0;0,00;40;22382,42;3203;279,52;1649230,73;3600000,00;2033924,78
998;23/08/2008;3;4;21;22;28;32;0;0,00;40;27708,98;4526;244,89;3690945,05;6000000,00;2325598,27
999;27/08/2008;18;24;36;44;55;58;0;0,00;103;11227,56;6681;173,09;14203313,76;17000000,00;2629924,18
1000;30/08/2008;29;38;39;49;53;58;0;0,00;41;42451,22;3771;461,55;17409498,46;21000000,00;3087950,58
1001;03/09/2008;12;15;27;37;51;60;0;0,00;87;22084,42;7074;271,60;20948817,14;25000000,00;3593567,54
1002;06/09/2008;3;7;25;31;40;58;1;24880988,57;174;12267,86;10015;213,14;0,00;1500000,00;4155306,33
1003;10/09/2008;5;10;16;23;26;27;1;1609524,90;86;10159,79;5694;153,45;0,00;1500000,00;4385238,47
1004;13/09/2008;29;40;43;44;45;47;0;0,00;34;27732,08;2419;389,79;10552054,80;13000000,00;4633367,62
1005;17/09/2008;4;6;12;37;41;42;1;12989451,54;67;19748,63;5871;225,37;0,00;1500000,00;4981567,17
1006;20/09/2008;2;4;17;33;48;55;1;1675260,09;136;6686,96;5935;153,23;0,00;1500000,00;5220890,05
1007;24/09/2008;4;27;36;37;49;52;0;0,00;46;17494,40;2884;279,04;1482420,65;3500000,00;5432664,44
1008;27/09/2008;7;13;15;34;42;48;0;0,00;159;6334,47;8123;124,00;3337751,69;5000000,00;5697711,74
1009;01/10/2008;1;6;12;29;34;58;2;2591825,61;111;9027,57;5083;197,14;0,00;8000000,00;5961411,68
1010;04/10/2008;2;3;13;37;46;54;0;0,00;61;18487,52;4679;241,02;7920807,17;10000000,00;6258185,06
1011;08/10/2008;2;11;21;30;35;52;0;0,00;113;10999,46;3889;319,60;10210432,01;12500000,00;6585274,33
1012;11/10/2008;14;19;40;47;55;58;0;0,00;43;34250,51;3755;392,21;12923432,48;16000000,00;6972845,83
1013;15/10/2008;7;9;12;19;20;41;1;15668367,92;178;8371,40;10125;147,17;0,00;1600000,00;7364979,48
1014;18/10/2008;8;9;25;41;57;60;0;0,00;65;13760,77;3861;231,66;8859049,04;11000000,00;7600361,16
1015;22/10/2008;3;8;17;26;28;49;0;0,00;110;11111,50;8105;150,81;11110589,81;14000000,00;7922009,86
1016;25/10/2008;5;9;11;20;25;60;1;13814409,97;174;8435,56;9476;154,89;0,00;1600000,00;8308269,91
1017;29/10/2008;6;19;31;34;51;56;0;0,00;36;21980,86;2885;274,29;1457677,69;3000000,00;8516509,59
1018;01/11/2008;9;24;44;51;55;58;0;0,00;35;29464,79;4170;247,31;3357381,15;5000000,00;8787895,81
1019;05/11/2008;4;13;23;29;46;47;0;0,00;77;14084,12;6124;177,09;11835965,99;15000000,00;9073284,66
1020;08/11/2008;1;2;19;32;39;52;0;0,00;56;27920,81;4646;336,54;14716218,54;18000000,00;9484749,33
1021;12/11/2008;2;33;42;43;51;55;1;17819642,97;46;36624,26;4247;396,69;0,00;1500000,00;9928095,69
1022;16/11/2008;5;21;31;39;40;56;0;0,00;21;31512,19;1505;439,70;1219024,12;3000000,00;10102242,01
1023;19/11/2008;2;7;8;18;40;45;0;0,00;65;14980,07;4937;197,23;3012691,11;5000000,00;10358480,18
1024;22/11/2008;18;22;28;29;39;53;0;0,00;23;48677,51;2722;411,31;12026299,10;15000000,00;10653107,22
1025;26/11/2008;10;27;28;29;40;52;0;0,00;34;44097,09;3705;404,67;14788169,28;18000000,00;11047660,11
1026;29/11/2008;6;10;17;33;51;53;0;0,00;92;19600,34;7192;250,73;18109910,47;22000000,00;11522194,58
1027;03/12/2008;18;20;33;44;47;60;0;0,00;112;19031,09;6992;304,85;22036323,69;26000000,00;12083110,77
1028;06/12/2008;20;26;34;51;52;54;0;0,00;66;39415,99;5453;477,07;26828477,85;32000000,00;12767704,24
1029;10/12/2008;5;16;17;20;24;32;1;32271347,11;262;11277,48;17979;164,34;0,00;15000000,00;13545257,02
1030;13/12/2008;1;8;23;37;54;57;0;0,00;123;12938,02;7495;212,33;15656941,29;19000000,00;13964040,25
1031;17/12/2008;24;33;40;43;46;49;1;19067463,74;59;31380,11;5508;336,14;0,00;1600000,00;14451257,75
1032;20/12/2008;15;16;26;29;43;57;0;0,00;49;22063,82;3682;293,63;1991549,91;4000000,00;14735764,89
1033;24/12/2008;5;6;17;33;39;54;0;0,00;83;13662,29;6445;175,95;4080441,78;6000000,00;15034178,04
1034;27/12/2008;1;3;18;20;42;49;0;0,00;61;19548,37;4635;257,27;29557027,04;35000000,00;29557027,04
1035;31/12/2008;1;11;26;51;59;60;0;0,00;289;14028,04;19044;212,88;37025110,94;45000000,00;1066869,15
1036;03/01/2009;10;27;36;39;41;52;1;44550370,27;177;23079,89;11703;349,07;0,00;2000000,00;2141906,21
1037;07/01/2009;4;36;44;46;53;56;0;0,00;27;41327,23;3108;359,02;2055486,11;4300000,00;2435547,10
1038;10/01/2009;6;7;28;35;43;51;0;0,00;80;16894,25;5438;248,54;4545165,59;7500000,00;2791215,61
1039;14/01/2009;2;20;24;27;36;52;0;0,00;96;15555,92;6631;225,21;21306617,42;25000000,00;3184207,15
1040;17/01/2009;1;6;28;39;44;55;0;0,00;66;31738,53;6431;325,73;25165354,54;30000000,00;3735455,32
1041;21/01/2009;10;12;36;44;54;57;1;29372147,91;82;27849,85;8071;282,95;0,00;1500000,00;4336425,82
1042;24/01/2009;13;18;25;30;46;51;0;0,00;79;13627,16;4761;226,12;1983110,38;4500000,00;4619727,32
1043;28/01/2009;14;21;25;48;51;60;0;0,00;35;33115,91;3197;362,55;4118214,61;7000000,00;4924742,23
1044;31/01/2009;10;11;13;35;39;58;0;0,00;79;17589,08;6346;218,96;15945179,95;20000000,00;5290409,89
1045;04/02/2009;1;5;6;17;31;50;0;0,00;102;17541,75;8623;207,50;19241182,43;23000000,00;5761267,40
1046;07/02/2009;28;40;42;54;55;57;1;23031543,81;49;41992,34;4875;422,08;0,00;1500000,00;6302747,62
1047;11/02/2009;1;2;8;10;14;48;0;0,00;148;6309,40;8110;115,14;1720141,14;3500000,00;6548482,08
1048;14/02/2009;3;16;21;28;38;57;1;3901088,76;70;16913,47;4990;237,26;0,00;1700000,00;6860046,04
1049;18/02/2009;2;5;17;29;34;52;1;1636050,81;143;6210,78;6295;141,09;0,00;10000000,00;7093767,61
1050;21/02/2009;14;24;26;33;45;60;0;0,00;66;18549,47;4590;266,73;10189998,98;12000000,00;7415942,68
1051;25/02/2009;7;10;11;13;43;57;0;0,00;66;11893,94;5281;148,65;11636051,15;14000000,00;7622521,57
1052;28/02/2009;8;11;15;16;52;57;1;14557865,34;77;20599,07;5743;276,18;0,00;1500000,00;8039923,61
1053;04/03/2009;15;27;34;42;49;53;1;1629650,34;112;7898,82;4385;201,75;0,00;1500000,00;8272730,82
1054;07/03/2009;13;14;18;27;41;60;0;0,00;37;26092,87;3567;270,66;8083746,30;10000000,00;8526792,98
1055;11/03/2009;12;15;16;20;27;32;2;5273833,35;86;15552,99;6311;211,94;0,00;1500000,00;8878781,62
1056;14/03/2009;6;8;38;50;53;59;1;1872397,32;23;44193,23;2350;432,53;0,00;1600000,00;9146266,97
1057;18/03/2009;2;3;4;15;49;59;0;0,00;46;18772,07;3923;220,12;1590685,29;3000000,00;9373507,73
1058;21/03/2009;18;20;24;45;51;57;1;3671709,67;50;22593,98;3853;293,20;0,00;1800000,00;9670796,94
1059;25/03/2009;1;12;14;16;37;45;1;1600783,97;63;13793,60;4089;212,52;0,00;8000000,00;9899480,38
1060;28/03/2009;1;3;16;18;41;42;1;8287163,48;60;20333,07;5220;233,71;0,00;1500000,00;10220528,85
1061;01/04/2009;9;21;23;30;41;56;0;0,00;29;29790,04;2579;334,98;1591415,12;3500000,00;10447873,88
1062;04/04/2009;2;8;23;33;37;55;0;0,00;114;9967,04;6442;176,38;3684492,68;6000000,00;10746884,98
1063;08/04/2009;1;22;44;47;49;50;0;0,00;68;17776,43;4202;287,67;5911224,82;8000000,00;11064989,58
1064;11/04/2009;4;16;19;28;29;49;0;0,00;74;15699,66;5517;210,58;14524789,16;17000000,00;11370719,78
1065;15/04/2009;7;19;30;39;43;57;0;0,00;72;23596,92;6501;261,34;17654485,48;21000000,00;11817819,26
1066;18/04/2009;6;10;25;32;43;49;0;0,00;115;18205,45;8153;256,79;21511165,79;25000000,00;12368773,61
1067;22/04/2009;4;10;14;25;28;56;0;0,00;172;11762,29;10795;267,73;25237954,47;30000000,00;12901172,01
1068;25/04/2009;25;27;44;47;48;57;0;0,00;146;19264,05;10795;372,20;30418969,33;36000000,00;13641317,01
1069;29/04/2009;9;17;28;45;49;53;1;36400425,15;275;11807,55;16287;284,80;0,00;17000000,00;14495810,71
1070;02/05/2009;5;8;16;23;41;53;2;8120833,45;302;4478,33;8729;221,34;0,00;1500000,00;14851720,31
1071;06/05/2009;5;7;37;43;53;54;0;0,00;56;17508,53;3846;364,19;1806143,13;4000000,00;15109740,78
1072;09/05/2009;9;18;19;43;47;54;0;0,00;47;27186,35;4915;371,38;4159908,54;7000000,00;15445992,99
1073;13/05/2009;8;25;32;34;36;44;0;0,00;66;20356,35;5305;361,79;6634811,63;9000000,00;15799550,59
1074;16/05/2009;3;10;23;29;47;50;0;0,00;111;13830,94;7099;308,94;16976970,12;20000000,00;16203559,66
1075;20/05/2009;10;12;16;21;39;53;0;0,00;119;15845,68;7179;375,22;20450510,01;25000000,00;16699779,66
1076;23/05/2009;4;10;19;32;33;42;0;0,00;102;21442,45;8656;360,96;24479432,11;30000000,00;17275339,96
1077;27/05/2009;5;6;9;11;18;37;2;14486088,42;300;8129,73;19219;181,28;0,00;2000000,00;17917160,64
1078;30/05/2009;3;6;34;41;43;45;0;0,00;47;22507,73;3645;414,60;1948695,28;4000000,00;18195545,69
1079;03/06/2009;5;12;24;28;36;37;1;4033499,58;150;7545,01;8339;193,88;0,00;12000000,00;18493374,90
1080;06/06/2009;11;18;20;34;41;56;0;0,00;59;24305,19;4152;493,39;12716777,49;16000000,00;18870745,01
1081;10/06/2009;9;16;24;29;52;56;0;0,00;109;16360,33;7213;353,18;16001758,39;20000000,00;19340028,00
1082;13/06/2009;4;17;38;40;50;55;0;0,00;63;28937,66;5460;476,99;19360050,18;23000000,00;19819783,99
1083;17/06/2009;10;20;23;28;42;43;0;0,00;70;31956,08;6647;480,75;23480703,04;28000000,00;20408448,69
